protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.7908229999999999,244.983,265,0.9760085530923597,7.869994163513184,0.42477343577229787,0.39,3.659728598535579,2655.803632835898,8,9.018224911206296,36.65091208167954,-28.35618349720836,18.056528091430664
s43_n300,300,0.7883383333333334,263.745,326,-1.108679234945619,6.468186378479003,0.3816231014128205,0.10666666666666667,3.6065351288277343,2445.5246049060293,5,8.914538924508824,31.180103180599435,-27.34805633212973,17.678136825561523
s44_n300,300,0.7724270000000001,379.479,57,8.397470982441927,9.61147861480713,0.24213512207782265,0.013333333333333334,3.2682004624100554,1472.395728714425,2,3.5725946293379764,24.167216506582026,-13.421633553064183,18.356212615966797
s45_n300,300,0.7914366666666667,202.381,76,-8.673488352565748,5.597754096984862,0.32846327420683796,0.08666666666666667,3.2279204250690596,884.7100072899121,1,4.144037881260914,49.59160298940766,-51.9976239947322,17.314144134521484
s46_n300,300,0.8060263333333334,276.622,306,-32.61863197027826,4.428803443908691,0.48511468766261906,0.39,3.5164707537965594,1849.720493692871,6,6.755447223825406,22.984087337675597,-67.7541196175531,17.916101455688477
s47_n300,300,0.7977850000000001,239.837,695,10.272130312614074,11.337812995910646,0.5197498135844484,0.49,3.378193644761412,1170.5644865418335,2,2.6980291272502512,60.81807952448402,-21.210047947096246,17.29946517944336
s48_n300,300,0.797959,273.593,1316,0.871588074164066,7.318781852722168,0.3361157814536628,0.07666666666666666,3.380412067880918,1025.5214352031028,1,1.0980470319907614,61.82058185669044,-45.51905710501,18.00993537902832
s49_n300,300,0.772099,810.511,978,5.109171782587559,9.69393367767334,0.42084139672621945,0.12666666666666668,3.547169726487212,2163.747349202683,7,7.533285309521735,13.382361469670688,-8.109355426230586,17.385297775268555
s50_n300,300,0.7875219999999999,381.231,502,-12.944635169326308,4.9017038345336905,0.37459338401343795,0.15666666666666668,3.931660084826891,2687.8942964517382,9,8.418280368704982,27.22667643063198,-35.46674591997945,17.889293670654297
s51_n300,300,0.7988599999999999,249.912,401,5.932522222622012,10.98007793426514,0.4907593623254254,0.45666666666666667,3.386391220426437,1210.3884284524995,3,4.173981747245754,55.070678628194486,-28.662197646434233,17.453433990478516
s52_n300,300,0.7926696666666667,247.351,852,1.1057350566084025,8.036129188537597,0.3628940131752865,0.18666666666666668,3.3847263955768283,1974.6597244090906,4,7.769481460022522,42.71929311571804,-30.771220070711188,17.5982608795166
s53_n300,300,0.8087303333333333,195.051,32,-30.868885700904475,4.337349510192872,0.5689445553011261,0.6066666666666667,3.367870527756546,1513.237603947853,3,5.265367072227857,18.904892401123497,-69.19877562044002,17.137775421142578
s54_n300,300,0.7566456666666667,430.78,875,5.81999099666103,9.520126914978025,0.09508701535915097,0.0,3.119629559959788,1777.3247599957222,5,5.873620764475873,15.876269150991545,-10.555205697155516,18.276329040527344
s55_n300,300,0.7998093333333334,281.864,1051,4.0013891199725435,10.391932868957518,0.49937542670734786,0.44666666666666666,3.4994789688450876,2121.1310088758255,3,6.55179110252414,36.12129348096858,-31.054615276710624,18.1474552154541
s56_n300,300,0.7700653333333334,382.46,749,1.0913053193322853,7.870509910583496,0.13238597626146018,0.0,3.207638956548799,2047.1471466562582,5,5.93964232022819,34.758459277087944,-37.79660134452787,19.061513900756836
s57_n300,300,0.7597106666666666,347.886,297,4.921634675234344,9.39486484527588,0.12543890112259062,0.0,3.0240537079802516,1523.8917563009993,4,5.478144403235011,17.308434170723324,-7.706251574386638,18.11448860168457
