protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.7837306666666667,597.274,3127,20.37008959772882,10.273246574401853,0.15784222133212483,0.05,3.352096406438114,6472.8189660252665,21,29.333665958771974,93.35513274307337,-39.265997961938304,32.452972412109375
s42_n400,400,0.8383505,371.766,896,-13.662540918163614,5.52141933441162,0.3632747607573991,0.2175,3.0734050382136986,3401.1052159831324,10,5.868406262996707,83.62280302604799,-87.12815872085366,29.90641212463379
s42_n500,500,0.7822382,878.652,9389,41.09280504560977,10.174996757507323,0.0958740258233669,0.0,3.1501363588421603,10222.185013093891,34,53.29601730611046,130.84157880071098,-31.923697870293218,32.822792053222656
s43_n300,300,0.7527413333333332,381.607,1110,13.753700464430135,11.214613914489746,0.05872068954231816,0.0,2.3590469163995325,2961.4455394781544,10,6.782191721263841,23.285920143156623,-1.7363619186083876,30.55716896057129
s43_n400,400,0.816706,321.394,1473,14.437790699067932,9.62024631500244,0.26276963606870746,0.01,3.0949497490813167,5130.748524071006,16,9.692000213168166,124.30244858783861,-79.96650446147947,39.1076545715332
s43_n500,500,0.8264546,364.084,816,-62.48917218494033,4.739428520202637,0.31494867232377055,0.07,2.9469400818838767,4616.404764491207,10,6.345267778079181,53.88950294157972,-211.2874566713703,33.84680938720703
s44_n300,300,0.8739176666666666,63.6224,0,-120.03476730846795,4.06923999786377,0.6125444749197316,0.7333333333333333,2.018421763205118,2399.2983263932947,6,1.4695168776818095,13.996351799052436,-273.5727026412743,39.01412582397461
s44_n400,400,0.7552087499999999,585.26,25,-0.4068432208997592,6.527185249328612,0.03281039160619547,0.0,1.8430696891833742,4918.676340093206,14,7.571597416998156,6.322099183505892,-8.10274095397762,48.26567459106445
s44_n500,500,0.7573754,391.771,6005,31.822633559084736,11.571704292297365,0.14521568000830304,0.0,2.850988589627986,9299.478427933862,25,47.71402128324433,114.45987875931375,-42.00195564346049,35.92039489746094
s45_n300,300,0.8703296666666669,63.4053,1434,-124.87634690735855,4.0500284194946286,0.643255792711708,0.5866666666666667,1.9766221672881357,4934.742911963052,14,18.336002154963644,33.40082086247563,-255.71606689576936,43.31245422363281
